record_id,zone_id,zone_name,road,latitude,longitude,hour,vehicle_density,average_speed_kmh,queue_length_m,road_condition_score,accident_count,pedestrian_density,noise_db,signal_delay_sec,spillover_risk_percent,hotspot_composite_score,hotspot_risk_label,data_category
HOTSPOT-003132,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.926,77.6762,1,0.397,11.3,636.1,0.75,0,0.41,91.5,41.6,40.3,43.2,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003133,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,5,0.4,16.1,744.2,0.78,1,0.42,90.1,41.5,50.1,51.3,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003134,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,16,0.799,12.3,1353.7,0.87,0,0.72,91.7,82.1,63.4,65.6,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003135,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.9756,77.6066,15,0.58,16.0,948.8,0.83,0,0.51,90.0,39.3,45.6,50.1,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003136,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,12,0.808,8.7,1351.1,0.71,0,0.65,91.0,81.3,61.8,68.6,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003137,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,11,0.99,5.6,1630.4,0.69,2,0.69,100.2,112.0,97.5,98.8,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003138,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.8452,77.6602,20,0.99,8.9,1695.9,0.81,0,0.83,87.9,105.4,69.5,77.0,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003139,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,8,0.906,10.9,1475.4,0.83,0,0.98,88.0,97.0,71.2,73.7,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003140,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,5,0.307,25.1,533.4,0.92,1,0.5,85.6,12.1,40.8,40.0,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003141,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.9194,77.648,7,0.271,15.9,433.0,0.65,0,0.17,87.5,10.0,33.1,32.7,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003142,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,11,0.99,5.7,1542.4,0.87,0,0.66,90.7,104.2,76.5,77.3,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003143,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,16,0.796,8.5,1405.4,0.87,0,0.69,88.1,76.5,68.2,68.0,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003144,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,10,0.99,4.3,1713.1,0.57,0,1.0,99.0,118.2,80.6,82.9,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003145,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,9,0.99,4.0,1649.5,0.63,0,0.95,98.4,111.7,81.7,82.3,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003146,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,22,0.225,21.2,388.3,0.72,0,0.24,82.3,10.0,28.8,27.4,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003147,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,13,0.639,15.5,1119.8,0.8,0,0.47,85.6,46.7,55.1,54.0,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003148,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,21,0.99,7.6,1550.6,0.92,0,0.75,87.7,110.7,71.9,76.5,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003149,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.9863,77.7314,7,0.213,23.3,336.8,0.72,0,0.46,82.3,24.3,21.6,26.9,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003150,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.9194,77.648,19,0.99,4.0,1651.9,0.74,0,1.0,96.8,98.8,79.1,82.0,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003151,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,2,0.477,11.1,718.7,0.62,1,0.37,97.3,44.2,50.5,57.5,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003152,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,15,0.873,7.2,1383.0,0.64,0,0.64,96.0,84.2,68.8,72.6,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003153,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,9,0.99,5.7,1557.1,0.75,0,0.86,89.8,99.2,74.0,79.7,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003154,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,7,0.261,15.3,494.8,0.7,0,0.22,91.4,10.0,33.8,33.4,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003155,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.8452,77.6602,16,0.73,17.5,1301.6,0.82,0,0.61,85.1,74.6,58.5,58.8,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003156,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,6,0.252,25.9,345.3,0.79,0,0.52,83.1,22.2,29.8,26.7,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003157,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.8452,77.6602,17,0.99,10.6,1694.1,0.82,0,0.78,88.4,102.0,69.7,75.6,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003158,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.926,77.6762,18,0.99,4.1,1603.0,0.74,0,0.99,97.4,104.1,80.1,81.9,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003159,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.8452,77.6602,23,0.21,38.9,305.8,0.81,2,0.21,88.1,18.3,28.6,34.1,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003160,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,1,0.36,10.7,655.1,0.57,0,0.33,93.4,38.1,40.2,43.1,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003161,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.9194,77.648,17,0.99,5.5,1596.2,0.71,0,1.0,95.8,114.6,77.0,81.2,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003162,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,9,0.99,5.4,1667.2,0.67,0,0.7,96.8,116.2,76.9,79.2,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003163,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.9756,77.6066,10,0.99,5.8,1650.5,0.8,0,0.7,94.7,116.4,75.1,78.0,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003164,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,22,0.172,29.8,345.5,0.82,0,0.24,80.9,17.1,14.3,19.0,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003165,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.9863,77.7314,10,0.99,8.3,1563.0,0.85,0,0.78,88.4,100.0,71.8,76.7,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003166,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.9194,77.648,5,0.34,13.5,495.5,0.74,1,0.56,92.1,31.8,52.1,49.7,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003167,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.9756,77.6066,3,0.44,18.0,758.9,0.94,0,0.27,85.6,36.3,39.0,39.3,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003168,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,6,0.337,22.0,458.7,0.74,0,0.45,86.9,35.4,29.2,33.0,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003169,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,5,0.376,16.7,698.3,0.63,0,0.52,86.6,18.8,44.0,41.5,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003170,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,18,0.99,6.6,1584.7,0.78,0,1.0,92.1,100.8,77.5,80.0,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003171,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,21,0.99,4.0,1717.7,0.57,0,0.93,97.9,107.7,80.1,82.6,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003172,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,19,0.99,9.2,1614.9,0.89,0,0.78,88.0,110.4,70.3,75.9,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003173,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,3,0.424,17.7,748.8,0.81,0,0.25,87.9,39.7,42.4,39.6,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003174,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,11,0.99,5.0,1597.9,0.74,0,0.8,89.0,104.2,76.1,79.8,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003175,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,22,0.221,19.2,405.9,0.67,0,0.36,85.4,16.1,32.5,30.0,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003176,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,10,0.99,8.3,1637.5,0.8,2,0.76,95.7,113.3,93.8,96.9,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003177,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.9569,77.7011,6,0.303,16.0,579.8,0.61,0,0.34,88.9,16.4,36.7,36.9,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003178,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,9,0.99,4.7,1673.6,0.63,1,0.84,95.3,114.0,86.2,91.1,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003179,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.926,77.6762,19,0.99,4.0,1549.0,0.72,0,0.96,97.6,104.3,77.2,81.8,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003180,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.9756,77.6066,11,0.99,8.2,1626.2,0.82,0,0.99,91.4,123.0,74.2,78.7,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003181,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,15,0.679,13.2,1029.7,0.85,0,0.54,90.1,74.0,49.6,56.1,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003182,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.9756,77.6066,10,0.99,4.8,1613.8,0.89,1,0.92,95.8,117.4,87.7,89.8,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003183,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.8452,77.6602,7,0.24,34.0,326.9,0.83,0,0.2,79.3,11.2,17.3,18.2,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003184,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,18,0.99,6.2,1593.8,0.85,0,0.8,93.3,121.0,78.4,78.2,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003185,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.8452,77.6602,5,0.331,32.1,528.3,0.91,0,0.52,80.1,17.0,20.8,26.6,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003186,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,20,0.99,8.5,1633.2,0.88,0,0.92,93.3,98.8,75.8,77.5,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003187,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,18,0.99,6.0,1553.5,0.74,0,0.93,92.4,109.4,77.6,80.1,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003188,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,7,0.298,14.5,438.4,0.6,0,0.2,89.1,19.5,37.1,35.2,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003189,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.9569,77.7011,17,0.99,6.6,1590.6,0.77,0,1.0,93.1,106.0,78.6,80.1,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003190,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.9569,77.7011,12,0.826,9.6,1320.4,0.79,1,0.68,96.4,80.9,71.0,78.1,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003191,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.9569,77.7011,3,0.469,16.1,710.3,0.65,1,0.54,93.8,36.0,51.7,55.3,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003192,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.8452,77.6602,17,0.99,9.9,1609.6,0.88,0,1.0,88.1,110.8,72.2,77.3,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003193,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.9569,77.7011,11,0.99,4.9,1596.9,0.67,0,0.74,95.6,106.2,78.0,79.8,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003194,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.9194,77.648,4,0.443,14.1,714.2,0.74,0,0.37,88.8,35.5,43.1,43.6,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003195,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.9756,77.6066,10,0.99,7.6,1707.0,0.89,0,0.82,91.0,121.8,71.9,77.2,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003196,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.9756,77.6066,10,0.99,7.5,1603.9,0.8,0,0.94,93.8,107.1,72.3,78.9,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003197,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,16,0.671,11.7,1098.7,0.76,1,0.62,92.5,56.5,64.7,68.8,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003198,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,7,0.279,20.1,388.0,0.76,0,0.32,82.6,17.1,26.6,30.3,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003199,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,7,0.293,14.2,577.3,0.58,0,0.29,89.6,13.5,34.6,37.4,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003200,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.9194,77.648,14,0.734,10.4,1193.6,0.75,0,0.43,90.3,73.6,55.2,61.3,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003201,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,15,0.715,13.1,1247.8,0.87,2,0.62,98.1,76.4,78.4,80.2,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003202,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.8452,77.6602,17,0.99,12.5,1715.0,0.95,0,1.0,88.6,118.1,75.2,75.2,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003203,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,21,0.99,7.9,1584.0,0.88,0,0.83,89.3,110.5,76.3,77.2,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003204,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,14,0.654,12.2,1165.0,0.88,0,0.72,86.5,60.6,55.2,58.5,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003205,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,16,0.768,10.0,1188.7,0.75,0,0.43,90.5,80.5,54.9,62.7,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003206,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,2,0.335,22.4,646.3,0.77,0,0.5,84.0,33.6,37.8,34.8,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003207,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.9569,77.7011,22,0.213,18.6,263.1,0.73,0,0.15,87.9,11.7,25.5,26.6,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003208,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.9756,77.6066,22,0.213,23.7,391.9,0.88,1,0.17,89.1,22.4,36.7,33.8,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003209,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,12,0.711,13.5,1259.6,0.75,0,0.77,88.5,61.0,63.4,61.9,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003210,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,23,0.289,23.3,419.5,0.81,0,0.44,84.5,29.2,32.1,29.7,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003211,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,17,0.99,6.9,1679.4,0.79,1,0.72,95.3,122.5,81.0,87.6,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003212,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,10,0.99,4.4,1541.8,0.55,0,0.9,94.7,109.3,74.0,82.2,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003213,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.8452,77.6602,9,0.99,8.7,1645.0,0.89,0,0.8,87.7,112.9,76.1,76.4,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003214,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.926,77.6762,12,0.787,6.2,1221.6,0.67,0,0.52,94.9,77.8,65.9,67.3,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003215,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,10,0.99,8.9,1625.8,0.81,0,0.97,86.9,123.3,79.3,78.2,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003216,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,14,0.884,4.9,1552.7,0.54,0,0.67,94.3,93.3,76.8,76.5,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003217,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,2,0.439,15.5,705.7,0.83,0,0.43,87.1,41.4,42.3,42.4,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003218,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,2,0.495,14.7,869.5,0.5,0,0.36,90.9,35.6,49.2,48.2,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003219,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.9194,77.648,11,0.99,5.5,1606.9,0.72,0,0.84,94.2,110.7,78.0,79.9,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003220,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.9863,77.7314,9,0.99,7.3,1684.6,0.74,0,0.85,87.8,119.5,72.0,78.7,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003221,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,3,0.512,12.5,876.7,0.74,1,0.55,96.9,41.2,58.5,60.1,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003222,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.9863,77.7314,9,0.99,5.1,1599.4,0.8,0,0.98,88.4,115.1,77.0,80.7,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003223,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.9194,77.648,2,0.506,11.0,790.1,0.74,0,0.32,91.9,36.0,46.2,48.1,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003224,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.9863,77.7314,10,0.99,7.2,1630.0,0.66,0,0.95,88.8,110.5,72.3,80.1,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003225,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,12,0.766,9.1,1358.3,0.74,0,0.59,91.6,66.6,60.6,66.2,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003226,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,12,0.904,7.0,1550.9,0.6,0,0.54,94.7,95.9,70.5,74.4,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003227,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.9863,77.7314,23,0.235,22.5,386.2,0.66,0,0.15,82.9,23.3,20.9,26.6,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003228,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,15,0.792,9.5,1397.9,0.76,1,0.57,92.1,84.8,69.1,77.0,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003229,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,5,0.316,21.2,438.6,0.75,0,0.27,86.6,20.2,26.7,31.2,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003230,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,20,0.99,7.9,1572.9,0.83,0,1.0,87.7,122.5,76.7,78.9,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003231,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,3,0.38,20.6,633.2,0.76,0,0.41,84.1,18.6,39.6,36.7,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003232,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.9756,77.6066,7,0.253,23.7,470.7,0.98,0,0.22,87.5,10.0,21.8,25.6,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003233,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,19,0.99,5.9,1545.0,0.88,0,1.0,90.1,114.2,75.1,79.8,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003234,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.9569,77.7011,8,0.99,7.0,1606.6,0.63,0,0.92,92.1,104.0,78.6,80.2,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003235,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,17,0.99,5.4,1574.5,0.63,0,0.97,93.0,109.5,73.7,81.6,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003236,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.9863,77.7314,7,0.235,24.2,297.7,0.76,3,0.49,92.1,22.3,50.0,56.7,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003237,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.9863,77.7314,7,0.239,21.4,329.4,0.82,1,0.25,84.7,24.9,31.1,36.5,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003238,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,17,0.99,4.3,1721.3,0.7,0,0.95,98.4,103.3,75.1,81.7,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003239,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.926,77.6762,12,0.816,6.0,1301.2,0.72,0,0.65,92.9,79.4,66.0,70.0,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-003240,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,10,0.99,6.8,1595.9,0.76,0,0.76,88.8,105.3,77.5,78.2,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
